site           roi      hw_raw     hw_norm   orth_norm
18.0         135.0       52.18       49.18    0.066534
18.0         136.0        51.9       51.44   0.0018787
18.0         137.0        null        null        null
18.0         138.0       65.22       58.75     0.13667
18.0         139.0        null        null        null
18.0         140.0       85.82       67.49     0.28964
18.0         141.0       48.93       42.26     0.20077
18.0         142.0        null        null        null
18.0         143.0       63.83        53.7     0.16794
18.0         144.0        null        null        null
18.0         145.0       94.45       78.93     0.24107
18.0         146.0       71.61       61.43     0.16013
18.0         147.0       61.89       50.43     0.25226
18.0         148.0       49.89       49.25    0.017917
18.0         149.0       54.68       49.34    0.098886
18.0         150.0        null        null        null
18.0         151.0       48.01       47.82  -0.0063359
18.0         152.0       51.92       48.27     0.08801
18.0         153.0      117.22       39.73     0.48408
18.0         154.0       61.81       58.98    0.071767
18.0         155.0       75.68       67.15     0.11688
18.0         156.0       66.98       57.33     0.16522
18.0         157.0       79.49        68.4     0.16598
18.0         158.0       58.53       55.58    0.082886
18.0         159.0       88.74       52.75     0.26561
18.0         160.0        76.8       68.52     0.19012
18.0         161.0       88.61       68.82     0.26664
18.0         162.0       60.33       43.75     0.18358
18.0         163.0        null        null        null
18.0         164.0       57.17       40.86      0.3717
18.0         165.0       62.45       54.73     0.12673
18.0         166.0        73.6       64.12     0.18715
18.0         167.0       54.58       53.25    0.025457
18.0         168.0       58.39       50.54      0.1326
18.0         169.0        null        null        null
18.0         170.0       66.03       56.87     0.17031
18.0         171.0       48.74       48.27   -0.011551
18.0         172.0       63.55       54.42     0.16744
18.0         173.0       53.39       47.08     0.17986
18.0         174.0       56.89        53.8    0.073771
18.0         175.0       45.98       44.28    0.040251
18.0         176.0        null        null        null
18.0         177.0        null        null        null
18.0         178.0       86.75       46.73     0.34862
18.0         179.0       56.14       56.94   -0.024491
18.0         180.0        null        null        null
18.0         181.0       57.99       53.15     0.10363
18.0         182.0       55.82       50.03     0.13982
18.0         183.0        65.1       59.72    0.076315
18.0         184.0        null        null        null
18.0         185.0        null        null        null
18.0         186.0        null        null        null
18.0         187.0        null        null        null
18.0         188.0       48.52       48.29    0.011032
18.0         189.0        null        null        null
18.0         190.0        null        null        null
18.0         191.0       46.84       46.34  0.00095476
18.0         192.0        null        null        null
18.0         193.0        52.1        49.1    0.096817
18.0         194.0       59.97       52.34     0.13714
18.0         195.0       75.25       62.04     0.17223
18.0         196.0       51.43       44.12     0.12294
18.0         197.0        null        null        null
18.0         198.0       59.73       51.88     0.19882
18.0         199.0        null        null        null
18.0         200.0       52.81       51.98   0.0080422
18.0         201.0       60.47       58.19    0.044837
18.0         202.0        null        null        null
18.0         203.0       67.61       57.09     0.19178
18.0         204.0        null        null        null
18.0         205.0       70.76       67.01    0.063911
18.0         206.0        null        null        null
18.0         207.0        null        null        null
18.0         208.0        null        null        null
18.0         209.0       61.42        55.6       0.109
18.0         210.0        null        null        null
18.0         211.0       54.47        49.8    0.055759
18.0         212.0        null        null        null
19.0           0.0       79.18       72.82    0.088466
19.0           1.0       58.53       44.21     0.31945
19.0           2.0       70.38       60.19     0.19434
19.0           3.0       68.77       62.24     0.14844
19.0           4.0        86.2       63.01     0.23481
19.0           5.0       77.66       74.65    0.063372
19.0           6.0       67.51       59.49      0.1444
19.0           7.0       62.36       52.35     0.17015
19.0           8.0       69.63       49.54     0.31028
19.0           9.0        83.9       56.04     0.38118
19.0          10.0      118.26       84.56     0.29367
19.0          11.0       87.72       72.93     0.13156
19.0          12.0      101.12        55.5     0.44074
19.0          13.0       88.23       58.98     0.38261
19.0          14.0       81.81       64.06     0.17762
19.0          15.0       82.86       46.86     0.51031
19.0          16.0       72.02       59.47     0.13026
19.0          17.0       70.72       60.95     0.14112
19.0          18.0       87.05       56.53     0.26868
19.0          19.0       65.27        55.7     0.17264
19.0          20.0       84.97        66.5     0.28234
19.0          21.0       85.22       56.32     0.38152
19.0          22.0       79.05       59.07      0.3266
19.0          23.0      126.77        85.7     0.36624
19.0          24.0       90.54       55.11     0.47181
19.0          25.0        null        null        null
19.0          26.0        null        null        null
19.0          27.0      101.32       74.07     0.32209
19.0          28.0       87.01       59.68     0.29719
19.0          29.0       88.56       64.97     0.28751
19.0          30.0      102.68       67.98     0.32789
19.0          31.0       65.59       35.83     0.52725
19.0          32.0        null        null        null
19.0          33.0      109.19       92.57     0.22594
19.0          34.0       71.98       59.35     0.14887
19.0          35.0       91.59       60.72     0.31605
19.0          36.0        72.7       58.84     0.24873
19.0          37.0       63.56       52.92     0.19905
19.0          38.0       71.28       62.89     0.09963
19.0          39.0       69.49       46.69     0.41048
19.0          40.0        92.5       72.75     0.20099
19.0          41.0       98.13       63.68     0.35668
19.0          42.0       78.51       63.13     0.25017
19.0          43.0       86.41       66.76     0.25123
19.0          44.0        null        null        null
19.0          45.0       54.69       52.92    0.093149
19.0          46.0       57.36       52.24     0.10839
19.0          47.0       55.25        50.1      0.1151
19.0          48.0       65.11       52.01     0.27117
19.0          49.0       63.25       54.35      0.1666
19.0          50.0       74.86       49.73      0.3519
19.0          51.0       55.76       49.12     0.13559
19.0          52.0       60.44       53.89     0.13312
19.0          53.0       58.36       48.53     0.20559
19.0          54.0       85.96       59.82     0.21024
19.0          55.0       70.34       58.13     0.14876
19.0          56.0       79.66       63.98     0.24412
19.0          57.0       74.31       60.08     0.23022
19.0          58.0        59.9       54.97    0.093704
