site        roi         bsf         bdr         dsi         osi         dcv         ocv         
27          40          3.84        210         0.0967174   0.53636     0.839035    0.709572    
27          41          5.12        0           0.236997    1           0.903599    0.131205    
27          42          1.92        150         0.0788728   0.716053    0.907175    0.615312    
27          43          3.84        0           0.0255      0.61695     0.965097    0.602044    
27          44          3.84        30          0.114203    0.370403    0.934611    0.746035    
27          45          5.12        150         0.281665    0.80167     0.890057    0.372496    
27          46          3.84        180         0.0305477   0.923774    0.953782    0.282702    
27          47          5.12        210         0.190892    0.763634    0.894402    0.557667    
27          48          3.84        0           0.689854    0.447044    0.672497    0.746721    
27          49          3.84        180         0.0367986   0.930844    0.94393     0.343737    
27          50          3.84        0           0.219079    0.688062    0.814603    0.645269    
27          51          5.12        150         0.192505    0.927438    0.903062    0.358752    
27          52          3.84        0           0.159004    0.764851    0.865788    0.654494    
27          53          10.24       0           0.16551     0.988717    0.782614    0.194948    
